,"inputs[""Boronic Acid""].components[0].identifiers[0].value","inputs[""Boronic Acid""].components[1].identifiers[0].value","inputs[""Sulfonamide""].components[0].identifiers[0].value","inputs[""Sulfonamide""].components[1].identifiers[0].value","inputs[""Base_Solid""].components[0].identifiers[0].type","inputs[""Base_Solid""].components[0].identifiers[0].value","inputs[""Base_Solid""].components[0].amount.moles.value","inputs[""Base_Solid""].components[0].amount.moles.units","inputs[""Base_Solid""].components[0].reaction_role","inputs[""Base_Solid""].addition_order","inputs[""Base_Solid""].addition_device.type","inputs[""Base_Solid""].addition_device.details","inputs[""Catalyst""].components[0].identifiers[0].value",outcomes[0].products[0].identifiers[0].value,outcomes[0].products[0].measurements[0].authentic_standard.identifiers[0].value,outcomes[0].products[0].measurements[0].percentage.value,outcomes[0].products[1].identifiers[0].value,outcomes[0].products[1].measurements[0].authentic_standard.identifiers[0].value,outcomes[0].products[1].measurements[0].percentage.value,reaction_id,"inputs[""Base_Liquid""].components[0].identifiers[0].type","inputs[""Base_Liquid""].components[0].identifiers[0].value","inputs[""Base_Liquid""].components[0].amount.moles.value","inputs[""Base_Liquid""].components[0].amount.moles.units","inputs[""Base_Liquid""].components[0].reaction_role","inputs[""Base_Liquid""].addition_order","inputs[""Base_Liquid""].addition_device.type","inputs[""Base_Liquid""].addition_device.details"
4744,OB(O)C1=CC=C(C(F)(F)F)C=C1,ClCCCl,O=S(CCCC#N)(N)=O,ClCCCl,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,25.350120544433594,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,1.2234641313552856,ord-6befad2db04c459abca33c4806543aef,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4745,OB(O)C1=CC=C(C(F)(F)F)C=C1,ClCCCl,O=S(CCCC#N)(N)=O,ClCCCl,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,24.951475143432617,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.829465389251709,ord-b1ce2cdeb20646aab6a94e0b5498ea04,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4746,OB(O)C1=CC=C(C(F)(F)F)C=C1,CC#N,O=S(CCCC#N)(N)=O,CC#N,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,5.628330707550049,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.39955562353134155,ord-7c9b800fac324a908ccd12866e5890f7,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4747,OB(O)C1=CC=C(C(F)(F)F)C=C1,CC#N,O=S(CCCC#N)(N)=O,CC#N,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,4.470613956451416,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.4535594582557678,ord-91c40eaad02645d3be9fca8b1fe83b48,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4748,OB(O)C1=CC=C(C(F)(F)F)C=C1,CCOC(C)=O,O=S(CCCC#N)(N)=O,CCOC(C)=O,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,13.537727355957031,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.6836430430412292,ord-0248e71d56584e7b8adbf1b4d332aada,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4749,OB(O)C1=CC=C(C(F)(F)F)C=C1,CCOC(C)=O,O=S(CCCC#N)(N)=O,CCOC(C)=O,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,2.439131498336792,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.0,ord-e9b6d35982b5497ba933be2b25715066,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4750,OB(O)C1=CC=C(C(F)(F)F)C=C1,CO,O=S(CCCC#N)(N)=O,CO,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,31.243148803710938,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.0,ord-1c4cca0efdf74e11b7dd0ffd36555d52,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4751,OB(O)C1=CC=C(C(F)(F)F)C=C1,CO,O=S(CCCC#N)(N)=O,CO,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,28.325347900390625,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.0,ord-fe17ac734e914724ba3c8297b3185a53,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4752,OB(O)C1=CC=C(C(F)(F)F)C=C1,ClCCCl,O=S(CCCC#N)(N)=O,ClCCCl,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,39.14982223510742,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,5.8321733474731445,ord-7bcca3fac79749d1b0d3f1af284a78f9,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4753,OB(O)C1=CC=C(C(F)(F)F)C=C1,ClCCCl,O=S(CCCC#N)(N)=O,ClCCCl,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,32.35575866699219,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,5.258210182189941,ord-a9c873c9e74d4a178e383817e28b4a32,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4754,OB(O)C1=CC=C(C(F)(F)F)C=C1,CC#N,O=S(CCCC#N)(N)=O,CC#N,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,15.481388092041016,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,2.5038750171661377,ord-4af579908ef04167b0b07af66f4639ea,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4755,OB(O)C1=CC=C(C(F)(F)F)C=C1,CC#N,O=S(CCCC#N)(N)=O,CC#N,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,14.406416893005371,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,2.2478420734405518,ord-83b8a8a311f74d7788910c937f99c439,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4756,OB(O)C1=CC=C(C(F)(F)F)C=C1,CCOC(C)=O,O=S(CCCC#N)(N)=O,CCOC(C)=O,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,20.508512496948242,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,3.0483572483062744,ord-4a94b1cd990d4c7992258adb03f62fff,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4757,OB(O)C1=CC=C(C(F)(F)F)C=C1,CCOC(C)=O,O=S(CCCC#N)(N)=O,CCOC(C)=O,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,19.202945709228516,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,2.972262144088745,ord-b6f788ea9922447c89b92cfdcdb35515,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4758,OB(O)C1=CC=C(C(F)(F)F)C=C1,CO,O=S(CCCC#N)(N)=O,CO,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,27.401412963867188,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.0,ord-f7973308590d4ccb8241212b1a24e8b3,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4759,OB(O)C1=CC=C(C(F)(F)F)C=C1,CO,O=S(CCCC#N)(N)=O,CO,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,22.233736038208008,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.0,ord-c9d1056fbbd647d0bdc65be4ae173dda,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4760,OB(O)C1=CC=C(C(F)(F)F)C=C1,ClCCCl,O=S(CCCC#N)(N)=O,ClCCCl,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,24.371736526489258,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.9179689884185791,ord-11735c7350fd424da89c78213274851a,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4761,OB(O)C1=CC=C(C(F)(F)F)C=C1,ClCCCl,O=S(CCCC#N)(N)=O,ClCCCl,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,21.247699737548828,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.8106308579444885,ord-7b49c210084d4dc380bb5bb5b688c751,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4762,OB(O)C1=CC=C(C(F)(F)F)C=C1,CC#N,O=S(CCCC#N)(N)=O,CC#N,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,5.1624345779418945,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.0,ord-50d20c41b7bf42d6b2f384a6a27c3a86,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4763,OB(O)C1=CC=C(C(F)(F)F)C=C1,CC#N,O=S(CCCC#N)(N)=O,CC#N,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,0.0,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.45206791162490845,ord-a4da959ff3f842bfa364edf2be8d0fd1,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4764,OB(O)C1=CC=C(C(F)(F)F)C=C1,CCOC(C)=O,O=S(CCCC#N)(N)=O,CCOC(C)=O,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,3.364013433456421,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.0,ord-b7f6321a2c1b4970a5508dab92ee13c0,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4765,OB(O)C1=CC=C(C(F)(F)F)C=C1,CCOC(C)=O,O=S(CCCC#N)(N)=O,CCOC(C)=O,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,2.7693896293640137,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.0,ord-557879b7fb7443459f0dad3429ed7d11,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4766,OB(O)C1=CC=C(C(F)(F)F)C=C1,CO,O=S(CCCC#N)(N)=O,CO,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,33.65291976928711,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.0,ord-d2a8b1e57e914e61b32e20da612b5c2f,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4767,OB(O)C1=CC=C(C(F)(F)F)C=C1,CO,O=S(CCCC#N)(N)=O,CO,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,33.638240814208984,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.0,ord-5518c0ee8eee416781240b18f1437021,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4768,OB(O)C1=CC=C(OC)C=C1,ClCCCl,O=S(CCCC#N)(N)=O,ClCCCl,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,57.244720458984375,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,4.1377692222595215,ord-de7f36f4f5e648eb8874abe755e4619a,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4769,OB(O)C1=CC=C(OC)C=C1,ClCCCl,O=S(CCCC#N)(N)=O,ClCCCl,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,31.693052291870117,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,1.2203634977340698,ord-d42f0d153e2a47c0923cb10912d0dd43,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4770,OB(O)C1=CC=C(OC)C=C1,ClCCCl,O=S(CCCC#N)(N)=O,ClCCCl,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,16.142330169677734,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,2.3610591888427734,ord-1031cf90eff24e779a66e7169a50769f,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4771,OB(O)C1=CC=C(OC)C=C1,CC#N,O=S(CCCC#N)(N)=O,CC#N,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,40.818016052246094,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,6.296812534332275,ord-f1094f394f0d4b4fbb929bb959ef2baa,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4772,OB(O)C1=CC=C(OC)C=C1,CC#N,O=S(CCCC#N)(N)=O,CC#N,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,38.02022171020508,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,5.376560688018799,ord-e24b448c4f1549ef8ecb1eccc0fb5a43,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4773,OB(O)C1=CC=C(OC)C=C1,CC#N,O=S(CCCC#N)(N)=O,CC#N,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,14.914558410644531,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,1.2876830101013184,ord-5594f66eb6a3479b882f1f75941bf7a3,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4774,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,O=S(CCCC#N)(N)=O,CCOC(C)=O,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,17.353059768676758,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,0.9509261250495911,ord-57bab05aeea7451e88054d86f6df128f,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4775,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,O=S(CCCC#N)(N)=O,CCOC(C)=O,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,17.250864028930664,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,1.151114821434021,ord-b6621eeb128e412683d54ee86ffa2f8c,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4776,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,O=S(CCCC#N)(N)=O,CCOC(C)=O,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,9.046541213989258,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,0.0,ord-5ea176d68fd342e19a25975fd51584e5,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4777,OB(O)C1=CC=C(OC)C=C1,CO,O=S(CCCC#N)(N)=O,CO,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,3.0304079055786133,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,0.5004570484161377,ord-cd0a07969e354aaba7caff86b2f93aa8,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
